%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 600
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-802.0746,-67.37372,0
599.12134,638.9325,0
313.0963,-468.3153,0
313.60205,-230.43341,0
-461.18292,-147.51233,0
818.8646,829.2313,0
-777.1758,-608.897,0
-966.57806,-333.60376,0
-160.88416,-185.9585,0
884.5807,-815.30023,1
-898.6092,149.20813,0
67.0343,-130.6922,0
584.5238,-108.11401,0
-634.692,979.6798,0
319.7135,-51.089905,0
752.76514,-725.72,1
26.206055,57.079468,0
-666.6041,751.91565,0
-347.73767,-662.75665,0
-141.37378,826.02234,0
-279.69507,983.3933,0
-970.09436,-407.64233,0
-394.05865,736.47656,0
88.83899,-592.7942,0
-672.1686,-244.45618,0
300.15088,-137.66473,0
-314.87122,-225.76953,0
848.7832,424.59314,0
651.49316,18.46228,0
400.94287,-497.83994,0
819.43567,-738.33234,1
119.930664,506.1305,0
-613.9749,606.66907,0
-718.89734,595.2224,0
680.7479,-891.1844,1
796.3248,223.06458,0
-441.4176,-807.1881,0
936.80164,-648.3562,1
116.111206,-33.91394,0
-665.8263,-748.85486,0
135.76038,-5.567566,0
-56.705505,-824.45374,0
-576.97424,881.0541,0
-933.88666,884.97876,0
-226.19775,-921.9781,0
764.60547,980.00415,0
-306.29132,-240.44342,0
-968.2921,-680.4071,0
188.5575,-700.5698,0
-57.2677,-586.26184,0
954.88916,-79.82318,1
-324.25323,-386.7251,0
-878.2449,-580.31055,0
-232.07251,163.61462,0
-670.301,531.17334,0
-734.0973,745.7489,0
380.15137,435.3153,0
531.6234,-2.986023,0
-51.78076,-781.0811,0
-618.6875,685.7501,0
924.11646,662.1482,0
963.55945,-291.8711,1
833.2478,-363.08997,1
323.64282,882.06335,0
-517.777,-388.20227,0
954.67773,632.2565,0
