%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
96.99806,-742.4461,1
-312.03503,753.21313,0
955.07635,937.7684,0
-28.17344,-508.69736,1
-61.47955,-868.53546,1
-674.29016,60.589485,0
587.94354,620.5706,0
727.0736,-965.7626,1
266.65747,399.44757,0
589.877,-629.577,1
414.35263,603.25574,0
-403.34683,-276.6532,1
-78.806694,-871.0351,1
-317.75986,-647.3865,1
652.12823,-235.48654,1
794.9617,773.03424,0
-828.26794,858.1042,0
979.29144,-717.0709,1
687.1301,865.4908,0
834.4521,451.74603,0
2.1270523,-813.0878,1
978.718,-601.1123,1
879.7595,-307.23145,1
71.726395,446.70718,0
-552.8214,-201.44093,1
-326.32092,-620.55963,1
-119.13326,284.26035,0
89.57575,491.15936,0
-736.7122,-1003.93427,1
391.62863,-676.1651,1
738.7504,-921.18054,1
172.16313,168.36598,0
724.8619,-257.65408,1
962.9609,633.82635,0
638.0306,-924.7163,1
-285.86826,953.6253,0
-465.7775,215.81181,0
-400.8498,-408.97314,1
-594.8818,-937.80237,1
-571.0808,-370.98938,1
175.69916,-32.725784,1
-168.73152,715.1291,0
-329.94543,758.9943,0
613.4706,-161.86375,1
162.77097,347.4569,0
255.97757,866.2579,0
-229.5477,-898.66284,1
-665.3687,964.66327,0
-319.59647,707.2699,0
-486.63605,-896.2999,1
164.8361,364.4375,0
696.43555,-702.2001,1
-610.1203,966.67615,0
-246.18631,-662.2464,1
906.5189,-569.46674,1
-289.36093,325.58145,0
-665.1149,-362.1157,1
-320.34134,688.96466,0
381.92868,-958.6892,1
444.108,-586.8744,1
181.55167,560.06354,0
-218.07552,640.48267,0
-939.518,-50.46001,0
38.895145,-244.36386,1
-440.243,916.91846,0
-774.66565,-77.699394,1
876.3301,-699.3978,1
519.2743,397.9487,0
615.90704,-132.19186,1
-900.1214,213.10681,0
-892.74023,-282.72937,1
-283.58817,-201.7319,1
-210.55104,755.664,0
-801.8343,-572.94855,1
277.38507,687.8692,0
102.46949,-639.531,1
702.8864,-389.98273,1
-963.1352,63.07631,0
483.509,755.66345,0
472.9024,437.10324,0
-553.0088,-552.7201,1
624.3837,-983.31793,1
-475.1781,-135.33986,1
-290.3495,-503.07153,1
-265.43158,792.6497,0
-600.84656,282.7966,0
-274.2867,580.1244,0
-631.9684,542.6917,0
-403.61465,-74.21387,1
669.1995,-584.9815,1
463.9424,-607.98047,1
