%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
318.80832,-286.0016,0
248.28929,-506.27167,0
638.6508,-401.9616,0
634.02905,-180.0404,0
-200.39482,-43.09089,1
-253.74411,936.4835,1
-524.2493,481.9808,1
-17.524744,-898.2858,1
-132.17024,615.57135,1
681.29486,177.65599,0
-937.64685,-65.63624,1
-17.397902,335.58295,0
-239.6615,-18.282272,1
-817.9477,-933.8534,1
-987.4488,-119.19375,1
387.74545,-554.69214,0
530.0094,238.77106,0
564.2277,163.49297,0
397.54245,765.74615,0
-376.79614,-949.8375,1
525.8183,-831.5556,0
624.88434,-137.17274,0
-167.73692,-533.61523,1
770.56415,924.20624,0
337.79803,608.6498,0
427.13644,369.48706,0
-625.124,390.76358,1
-496.4879,-278.26324,1
-111.317795,457.65234,1
-262.1535,-534.5,1
-796.2408,653.90784,1
-833.95233,-811.8622,1
-981.28406,-711.8865,1
68.836655,-694.5718,1
220.48566,537.09814,0
0.17567773,-348.9334,1
217.15112,747.7958,0
130.69427,-975.6298,1
-682.83527,-144.4961,1
-724.4158,-2.962385,1
846.9087,400.4499,0
-940.20355,179.33252,1
654.63025,-348.6301,0
-388.77557,956.62964,1
-441.6481,296.7963,1
43.787205,172.46423,0
-451.58032,-63.012775,1
326.15817,761.95184,0
83.08985,211.96187,0
-364.5799,493.51974,1
379.74216,551.08514,0
897.4544,282.43936,0
-698.25543,443.30676,1
-422.0076,873.4739,1
-815.0502,220.56969,1
-595.0746,476.33994,1
748.3159,-725.29504,0
177.72078,271.50613,0
114.43361,664.9736,0
-846.3757,-835.03577,1
261.23248,43.642525,0
357.4155,-170.29341,0
725.58496,906.2535,0
254.89738,348.9038,0
-900.7162,931.3381,1
-884.3245,618.72565,1
-939.66956,677.8655,1
-600.6607,733.875,1
-668.48224,242.54292,1
-276.0512,-634.71454,1
-414.98343,10.904267,1
588.30383,756.10315,0
479.88727,450.7904,0
-628.45795,942.35223,1
914.86615,-179.47388,0
-13.393401,958.7554,0
619.7094,-210.10612,0
-564.64355,841.17004,1
358.36035,853.28314,0
-124.7948,754.7757,0
648.0225,568.46716,0
-689.2883,504.9503,1
359.32755,-478.3962,0
611.9329,512.4848,0
-961.96106,945.84033,1
838.61053,503.00168,0
-410.74603,28.474218,1
-293.64688,140.71936,1
-266.78934,-413.43842,1
195.09735,651.36755,0
92.86292,-408.60147,0
945.09344,926.02466,0
499.108,-266.131,0
560.90485,-68.520905,0
-986.7938,-227.28955,1
588.87427,-102.32754,0
542.1898,-22.100153,0
97.63071,-602.259,1
341.74014,979.87646,0
-337.55753,-555.26965,1
444.96457,782.28076,0
732.48816,883.1331,0
-695.51874,-956.13464,1
-740.3675,-666.322,1
-532.9603,-591.5289,1
348.57922,608.8922,0
787.2894,967.50885,0
-2.0993924,218.49208,0
-936.43585,697.4822,1
-357.67734,705.34674,1
326.51953,850.92413,0
473.8428,-561.8604,0
-131.44337,348.34445,1
485.39868,-391.45312,0
-832.9144,859.64746,1
-160.0955,150.97678,1
853.20044,-144.03963,0
911.42084,254.91115,0
-99.96529,341.54688,1
-632.0703,-960.6008,1
-65.12023,157.83778,1
-350.44708,-664.4839,1
181.6764,170.29225,0
247.03944,-874.8761,0
803.6113,770.50305,0
-787.8581,249.40681,1
-967.77893,-889.67426,1
241.07042,-746.2831,0
-899.7785,-322.77853,1
600.00586,-982.44366,0
-911.3052,-619.89404,1
594.48615,732.17883,0
953.3396,846.8181,0
491.0271,136.26196,0
-322.21982,279.27783,1
-131.44295,508.4979,1
825.712,277.5323,0
117.112,-764.3731,1
-355.0574,-915.1726,1
26.014175,-382.60272,1
-393.8067,-186.60611,1
582.0299,-393.23187,0
-982.37463,-101.97435,1
-653.0224,83.197105,1
124.1961,-542.65155,1
-118.24123,-338.61127,1
580.2938,-239.6434,0
-364.21667,-797.9925,1
881.5349,-543.0952,0
422.2802,316.64557,0
156.26869,875.79785,0
358.08118,111.332115,0
-722.5623,914.8157,1
41.891247,-871.46674,1
716.5557,-81.76122,0
941.5509,-63.009094,0
881.2456,45.00087,0
-214.47699,435.41522,1
-592.40356,-498.18198,1
35.173637,86.03273,0
325.5612,-862.64813,0
-957.8435,306.6419,1
321.16354,807.1106,0
988.69116,131.10983,0
275.3687,-945.35785,0
-579.8996,-569.3966,1
84.18058,327.80737,0
248.19391,-102.59042,0
-95.535385,466.6025,0
98.50547,836.15424,0
-752.74457,-311.60822,1
-70.53169,-858.9508,1
-481.42838,601.9598,1
-238.82263,-474.811,1
634.5609,-318.69696,0
-579.38715,-654.82587,1
629.19476,709.3577,0
148.04529,981.0147,0
-677.27826,-568.33435,1
-950.72504,-807.62726,1
343.8662,-822.3389,0
118.220726,-454.55087,0
-447.23492,-402.34204,1
849.8663,140.6522,0
966.7154,-804.5631,0
-711.7153,-257.5733,1
-573.35944,839.8679,1
-647.0249,-366.6955,1
14.424296,83.9613,0
337.7284,-642.80756,0
466.0938,269.71954,0
-482.8191,468.90167,1
-416.07248,-675.0337,1
719.91656,-453.14438,0
956.1094,-762.40356,0
640.6409,-293.81253,0
-104.91807,148.77629,1
-945.65295,706.5335,1
37.569134,-984.8149,1
-584.9211,-72.91357,1
312.36108,-267.67023,0
-863.4349,-661.4308,1
-175.10226,-224.91306,1
-955.6018,-191.6638,1
569.8032,-858.55945,0
332.38846,677.3398,0
103.217026,-309.07498,0
-649.86633,-863.90924,1
-595.7284,-230.19374,1
-268.7917,274.7115,1
-991.9384,-933.9806,1
-888.76624,-757.71765,1
-537.31824,-435.31805,1
825.0236,-489.20767,0
468.45026,738.12,0
-750.73975,-299.89264,1
-481.45502,-307.266,1
-364.57684,-175.08527,1
-508.90182,-558.0026,1
346.9122,526.1244,0
-966.812,-993.3,1
-435.70883,-944.23773,1
193.84283,-467.05563,0
983.68445,712.18585,0
40.433537,-892.2069,1
-222.68578,431.01764,1
-206.65286,-388.433,1
334.1388,122.56065,0
-680.61285,954.3536,1
56.651733,-362.13113,1
-714.5527,-575.3673,1
-303.55298,-180.11407,1
-38.604626,207.66646,0
-601.4583,642.0329,1
-5.07303,-120.65904,1
212.83635,-271.97495,0
-888.0264,124.0263,1
-990.64264,-553.7845,1
973.4981,-878.48175,0
-423.12534,723.7551,1
-751.67285,-801.8903,1
990.03186,752.6519,0
182.35486,-117.20041,0
819.5214,37.075764,0
-438.87027,281.88525,1
-482.07098,451.94653,1
480.5098,736.1705,0
237.58182,-834.7993,0
787.04364,483.11453,0
-325.34573,-998.14777,1
-503.30402,747.7748,1
-768.7791,996.176,1
315.20346,610.1017,0
757.17096,759.62714,0
250.48409,107.79394,0
-532.2712,-511.39328,1
645.4446,-759.52936,0
-779.286,119.47804,1
-357.17722,-139.3933,1
-201.21788,575.153,1
148.7809,491.75433,0
175.71971,-452.98672,0
-290.06366,-88.99433,1
574.66797,-377.8655,0
-919.3671,416.01093,1
431.7002,546.0612,0
817.35657,-11.727543,0
-259.7131,70.477165,1
66.00878,898.2633,0
165.84453,423.5034,0
-481.68393,971.16296,1
214.98332,646.91125,0
-219.13089,391.09695,1
81.99636,28.899136,0
323.99255,-956.52856,0
-790.28296,-186.91954,1
978.1642,138.93831,0
-749.0739,-679.58997,1
307.82004,323.6427,0
686.64014,742.4751,0
-148.52313,-945.3546,1
398.5532,-193.47975,0
-519.7715,282.5357,1
-159.12935,-507.15033,1
-228.37787,269.62537,1
-166.96216,913.0515,0
-30.83206,-393.0483,1
710.5264,-251.10748,0
162.86221,307.98007,0
947.1008,-802.3092,0
-859.2345,978.59216,1
-176.901,859.3735,0
-35.78888,-136.53152,1
288.5015,-510.18924,0
-615.65485,58.36618,1
842.8098,204.12709,0
173.78503,-742.93427,0
-864.96515,821.23596,1
-233.12881,-345.1725,1
-547.7059,-932.35223,1
850.96344,-587.5145,0
-249.17656,367.15488,1
634.59595,-71.745224,0
-821.30066,800.0915,1
-614.55554,-317.99527,1
-909.44165,149.69142,1
-184.56946,-206.99455,1
-743.87744,400.03806,1
-903.16895,-937.0264,1
-786.67896,-276.66046,1
-146.62585,468.6478,1
-270.5542,455.3711,1
-842.3205,208.05815,1
-869.78845,-292.0895,1
843.6644,45.51976,0
453.0893,520.0594,0
861.222,-989.98486,0
-695.0113,-894.6477,1
356.55588,368.7724,0
-753.6892,806.63104,1
-858.1594,824.639,1
-312.48813,-295.50192,1
933.53564,880.27075,0
98.98499,-713.7371,1
468.49863,324.8067,0
386.0524,170.69264,0
530.74475,722.4097,0
477.3608,-768.15674,0
89.91941,-7.3048596,0
-212.44539,-833.22156,1
746.96954,-129.49953,0
637.8736,-1.0551858,0
-516.9835,257.24023,1
-654.9506,229.67117,1
-71.8716,484.6432,0
55.075184,362.90604,0
-719.6502,227.3411,1
-73.844666,-392.41623,1
-0.24171384,-667.4018,1
-71.668816,-863.7489,1
372.55093,98.58888,0
701.45325,8.4028225,0
175.99852,403.85904,0
731.9258,130.08467,0
419.0609,169.88515,0
-434.336,-875.13306,1
481.42584,566.43787,0
-141.92632,664.52655,0
632.83417,-522.98425,0
296.68854,141.60797,0
106.96176,-514.4333,1
275.0574,239.27481,0
-69.07202,-864.8926,1
-950.5374,-910.2965,1
-463.79684,556.82367,1
-636.87573,795.632,1
-626.8001,-786.8108,1
-426.46835,27.530134,1
-423.46387,2.1812913,1
723.08093,-804.76904,0
-89.677055,289.35165,1
5.85532,-775.30896,1
89.96429,-835.671,1
49.51212,-766.3455,1
490.61774,651.14746,0
146.91719,-827.7554,1
-314.714,850.7777,1
202.97076,-129.24611,0
-523.7949,105.87965,1
382.7741,-644.40955,0
-890.01166,862.0986,1
191.22731,981.72095,0
304.8357,-563.8688,0
-909.5889,-835.2161,1
-453.07977,-415.91415,1
-707.0757,-562.00635,1
630.74744,521.7505,0
-226.11212,-559.7714,1
681.3934,863.0476,0
-683.4371,553.35364,1
-373.65262,-34.342983,1
570.65546,28.517998,0
-440.07446,831.8849,1
-210.23744,-27.006252,1
678.06714,-486.61783,0
-539.6216,256.4992,1
-582.59924,-51.413063,1
-673.7208,814.6399,1
426.89142,47.14134,0
41.918003,-867.3601,1
-902.11755,-745.7835,1
36.43399,-591.7928,1
-938.3613,161.50784,1
772.4049,579.7581,0
528.69745,-425.3904,0
-26.12068,188.51534,0
985.19965,412.614,0
944.17706,522.3326,0
816.4543,-973.5813,0
724.7699,-898.3151,0
747.669,233.80772,0
67.240746,764.75885,0
311.48242,-419.9922,0
990.84454,419.1519,0
-576.85376,397.55524,1
-81.116196,893.8939,0
-606.80005,-243.01585,1
-741.65546,-189.19495,1
126.15031,228.65279,0
168.51942,930.1182,0
-860.9519,469.4362,1
602.2655,910.5926,0
-28.29602,349.54294,0
457.54935,-53.882095,0
756.78217,979.6647,0
491.5905,226.10645,0
-641.12067,63.802338,1
266.58963,-438.53516,0
928.6125,29.90485,0
673.2899,-586.6437,0
-514.11975,455.58224,1
-889.56323,-708.2211,1
-123.72309,-935.7418,1
128.01346,-5.484898,0
-726.5602,28.224094,1
449.6853,731.2609,0
-746.89136,592.32935,1
161.11546,-643.998,0
576.32336,30.544996,0
156.36104,-198.05826,0
969.1685,715.78503,0
438.0954,-768.0358,0
732.43475,421.29382,0
512.3567,-361.68927,0
-298.04852,725.9058,1
-745.6346,-461.19473,1
-670.68115,-606.0038,1
818.45197,-433.05548,0
297.73074,892.34564,0
692.86456,553.692,0
520.39777,-346.89212,0
-492.14694,834.6533,1
985.7559,-606.40564,0
-40.568172,500.67682,0
-653.52747,179.84683,1
955.1676,247.7789,0
-601.7654,-702.7744,1
-167.69975,-448.4929,1
-294.04602,791.76,1
-351.5215,800.4267,1
403.1697,752.56024,0
-922.7828,-822.5157,1
372.7828,163.68347,0
-787.5829,-26.56697,1
827.83215,-696.17535,0
-65.740715,-126.41746,1
535.8027,642.4389,0
723.624,-850.45337,0
-146.3322,-711.5549,1
-175.1672,276.0419,1
-515.1841,593.63336,1
-221.78572,741.7704,1
414.97717,-587.59375,0
-81.76422,694.65027,0
-210.19229,-641.6537,1
-936.2374,254.06944,1
297.3137,-504.40118,0
-67.45173,-46.354862,1
669.2805,10.623392,0
-500.555,281.5163,1
41.66485,-775.4757,1
-105.92122,732.15686,0
696.1923,498.5806,0
965.553,-670.338,0
802.9097,188.12743,0
102.85536,142.56277,0
947.564,614.60077,0
-398.83475,516.77704,1
858.49664,-93.15691,0
-14.038883,794.23846,0
-734.5833,-438.72723,1
648.7636,-819.82794,0
71.39748,-897.65576,1
-800.6584,-735.0726,1
-967.9114,-936.4213,1
-90.56552,365.38663,1
-940.1507,-926.3588,1
-354.2588,802.94806,1
-829.9819,-810.0369,1
688.4463,-766.3982,0
349.6581,144.17747,0
-287.1745,-421.55942,1
443.77625,-195.49883,0
-535.45215,-775.3609,1
134.29472,342.55475,0
-544.2812,-749.694,1
-843.7305,628.9551,1
950.64856,-720.3932,0
17.552544,-888.17084,1
-99.2682,870.04987,0
-895.2345,921.78656,1
-178.34863,790.8482,1
-423.87042,-761.7059,1
-565.07434,-728.97437,1
902.8062,-148.08931,0
17.515682,-459.17532,1
565.36084,-134.59798,0
260.2982,738.0144,0
-466.3419,432.83728,1
614.47656,-518.5599,0
199.43454,-371.82034,0
-122.76307,-851.9389,1
-617.21204,151.55402,1
-827.50024,-639.1231,1
60.614876,-971.65564,1
703.3064,-594.2099,0
-582.9776,-842.20386,1
-179.40016,-667.7043,1
-129.18253,731.92426,0
678.8748,-664.1654,0
-227.97754,-795.3728,1
775.9656,311.05225,0
-810.8233,-765.1413,1
36.35919,940.45593,0
726.8584,36.26932,0
459.52823,-629.6552,0
-254.30937,493.5295,1
-915.40454,-27.143728,1
804.05646,654.52325,0
-742.5303,-128.76198,1
-242.57314,795.99207,1
57.830338,-968.75635,1
-601.83264,-52.41443,1
-262.24933,-439.59372,1
993.9428,-331.15048,0
78.8336,869.59576,0
628.8018,197.45508,0
540.8642,-470.46744,0
-330.29642,-45.885033,1
130.06503,-742.53894,1
-560.65466,34.58983,1
768.03564,-899.99945,0
142.28285,105.564026,0
-846.89825,84.74171,1
-768.73376,158.01659,1
-27.063845,-529.75287,1
451.70343,-500.4858,0
212.69028,-111.764336,0
-468.02863,573.40027,1
735.6967,-598.4547,0
722.1295,-119.7608,0
-338.22092,863.576,1
-716.8918,568.2816,1
769.72455,-333.55255,0
-750.8656,60.227837,1
470.171,-899.0599,0
176.55641,247.70384,0
-389.18042,-549.1932,1
-423.39993,613.656,1
582.4407,-722.12787,0
-459.8453,750.4357,1
938.08887,-410.83112,0
-712.5235,-217.72299,1
-701.9506,759.7222,1
-672.31354,39.727127,1
-664.2604,-288.68512,1
-371.39175,-512.3372,1
850.4325,86.48876,0
672.7426,-611.1965,0
757.38086,278.74475,0
962.5588,499.2929,0
-104.85489,725.8555,0
518.5587,-516.681,0
-498.086,475.74277,1
-918.2133,-305.14563,1
211.12434,-603.5191,0
-287.26584,-880.44727,1
693.9424,-967.1917,0
-735.03467,490.53058,1
-632.42334,-427.37158,1
-553.3731,-423.86655,1
-469.6713,819.81866,1
-790.2018,-594.07275,1
504.98795,-426.8095,0
876.7874,-404.35083,0
-180.86191,512.9763,1
-193.02838,-328.2914,1
209.03813,-125.5184,0
-809.9382,53.9264,1
-602.13257,-53.363865,1
606.7557,-830.13965,0
-557.93176,851.8607,1
949.73145,-873.9412,0
787.4917,454.06454,0
-675.26733,-738.9005,1
468.4594,-28.603891,0
-270.2436,-746.75903,1
782.36383,-894.79047,0
-87.10635,-55.08947,1
-992.7314,-745.20276,1
-828.5228,648.77924,1
-738.20953,-264.58472,1
684.00616,34.00862,0
251.49692,236.81573,0
172.85756,421.05942,0
810.1829,-44.002754,0
-913.79846,-494.13565,1
171.18341,-789.94604,1
-386.67856,391.2545,1
-172.4177,-973.526,1
403.55435,995.9361,0
753.84283,-122.60877,0
-718.15735,527.99066,1
165.91867,-475.18723,0
-822.40735,-602.74817,1
316.59644,475.66495,0
86.0701,949.47266,0
467.77667,6.609256,0
583.0847,601.6999,0
-74.648895,137.26358,1
690.97974,-330.15317,0
-124.669266,-495.2915,1
510.61365,404.23755,0
928.0997,-277.02493,0
-575.5807,842.31433,1
-501.64438,918.7646,1
-509.70856,478.09567,1
439.70633,90.736336,0
499.04422,803.0488,0
379.68585,245.24222,0
-493.88968,527.0475,1
25.663692,552.7957,0
-498.85544,569.438,1
979.3347,753.9242,0
524.15216,-406.4777,0
337.3367,952.625,0
-648.5719,139.1308,1
-660.0913,-966.85284,1
-74.4222,-597.6365,1
903.7526,-41.47259,0
-538.0166,-742.449,1
699.9718,-117.453995,0
-289.95544,959.4278,1
-11.987301,793.148,0
-832.7923,-42.070793,1
-225.43736,-883.0458,1
575.6176,-771.74774,0
-555.3124,-622.3293,1
690.3282,-331.2014,0
568.5148,-768.04395,0
-273.31625,891.8594,1
-230.88577,-187.07896,1
171.75487,-47.4114,0
743.7923,994.73346,0
-399.21478,334.05124,1
6.25406,246.8728,0
176.45868,-145.89415,0
-423.80313,-131.71565,1
351.74084,663.41266,0
49.443047,149.77063,0
546.02313,993.2528,0
522.65955,346.79153,0
-776.59753,999.23267,1
-342.71793,-52.62775,1
376.16882,-845.5053,0
-763.5179,-833.2112,1
-419.29626,715.2826,1
-196.14987,75.94794,1
593.50934,-436.00378,0
334.58392,415.3375,0
1001.0498,2.0769432,0
987.4737,367.11673,0
-412.93002,847.35565,1
-458.0108,-528.428,1
980.57294,-613.0048,0
-367.59628,854.43964,1
-659.95807,505.3007,1
545.8918,915.9674,0
-440.69193,-469.54135,1
-480.2409,923.98987,1
814.2894,-816.88,0
-631.6177,-769.4502,1
-212.49168,78.96179,1
-632.0545,-85.03234,1
-362.89655,387.3467,1
-706.8098,-547.3147,1
884.60565,666.8813,0
-585.94244,50.146965,1
-817.87134,996.1764,1
-575.77673,633.9553,1
-590.9824,-968.29315,1
102.32942,717.3725,0
-146.45757,-698.01074,1
-272.58633,-690.8211,1
-964.253,-679.523,1
-155.72083,-777.6879,1
-193.1672,-251.38649,1
-295.64008,-286.04807,1
373.1107,-546.9323,0
786.9072,906.3987,0
-70.60144,-742.739,1
-337.5878,-30.092634,1
-598.5955,676.68536,1
-220.13304,-476.10315,1
130.46748,176.49234,0
-567.29254,-910.7965,1
-120.01436,233.78255,1
-734.16205,-817.85077,1
32.258907,933.9927,0
-188.07407,-81.551506,1
475.28696,164.60854,0
-644.2724,569.23126,1
843.1852,-730.05066,0
-533.86066,986.70557,1
-227.60396,-790.95953,1
-130.49733,518.51154,1
-296.99234,-926.7534,1
459.3863,94.94561,0
78.27573,927.90283,0
-409.86603,101.036964,1
-761.6838,-59.3179,1
-699.092,979.2842,1
-962.1603,824.57196,1
-573.399,-58.313137,1
-523.1738,282.43292,1
617.11005,-270.18933,0
126.522194,-243.22032,0
790.0112,6.5827165,0
-900.7214,-906.0246,1
412.89627,99.3516,0
856.70776,334.55975,0
-78.795235,783.97235,0
979.44574,-640.89514,0
-240.26125,779.95856,1
-82.77632,-462.31683,1
-653.3788,766.66504,1
-938.25903,119.4114,1
285.2513,-543.8041,0
40.833862,488.9416,0
-544.64246,-544.7805,1
-430.63928,118.287155,1
4.646559,812.0071,0
-209.3452,248.93004,1
-993.50195,563.68774,1
-492.3965,111.387726,1
840.5597,-614.9066,0
-925.428,837.3878,1
-129.22707,746.1127,0
-516.42114,765.76874,1
739.314,360.72925,0
-506.27496,346.7493,1
716.6303,695.28656,0
-65.768745,-689.6707,1
-694.15265,-857.62067,1
588.70056,-717.746,0
817.5001,-464.01096,0
-527.2366,-338.20728,1
-49.772305,890.0355,0
834.9393,810.4181,0
944.89343,-296.3772,0
841.3645,-712.14746,0
-263.32214,962.6358,1
408.57245,403.77078,0
297.84012,-882.6701,0
883.3434,-312.72296,0
-269.9537,-869.7871,1
970.1731,-507.0534,0
504.01956,-175.63715,0
79.138985,-520.0997,1
917.50806,774.9769,0
-993.19507,161.49016,1
-286.20145,-75.20633,1
285.5851,-900.5715,0
641.8551,-38.875282,0
