%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
499.911,297.60626,1
-14.938899,674.6863,0
336.80585,-1089.9993,1
391.59616,767.3018,1
611.7485,-266.99677,1
-170.4138,-281.7678,1
712.79956,-1302.5803,1
-1051.073,210.27606,0
-662.7768,784.54767,0
-568.67645,1098.9374,0
-506.9676,409.11853,0
-615.45703,680.54755,0
827.22253,-245.07155,1
-952.3748,-436.65677,0
-1148.3335,855.21655,0
-1040.9495,928.79736,0
590.07184,676.9872,1
328.33527,609.21954,1
-308.15466,32.55828,0
652.14185,708.2656,1
-595.4635,-767.39844,0
112.57658,-305.32156,1
-639.3884,456.49976,0
1.5604628,-30.231071,0
3.4697378,-306.37323,1
-422.78503,807.7349,0
346.7826,-779.03253,1
778.1313,558.4087,1
-825.4435,-1297.0829,0
433.69754,-614.09033,1
-341.51727,-282.48962,0
-542.9895,815.77484,0
874.3438,-629.69885,1
-816.32434,-1161.0796,0
355.2068,567.9068,1
646.3211,462.01822,1
-776.1681,87.31544,0
-648.0648,-821.22687,0
-826.2454,-754.8,0
-466.16553,-788.15564,0
1224.4607,-343.10794,1
20.75053,424.51477,1
1137.1228,464.63898,1
-223.68239,-107.799164,0
527.2285,-29.768177,1
-122.91941,599.6683,1
14.62801,191.97978,1
992.7135,-584.79315,1
-6.7258005,-294.26215,1
-216.9857,261.6888,0
593.4139,300.37195,1
628.9196,495.41684,1
-935.04865,-203.03882,0
1223.0186,88.56671,1
679.86847,1208.5665,1
-88.31942,-191.88661,0
978.6175,-885.0061,1
-968.20514,1240.0928,0
326.6408,-489.1458,1
-654.3488,-57.81438,0
-19.695307,-908.55286,0
-344.20624,-637.942,1
82.45918,538.07275,1
178.2547,-84.641785,1
140.46341,-393.87006,1
38.48219,193.54132,1
588.86993,-1039.4015,1
236.13777,555.07294,0
-535.51855,-1113.6199,0
-667.8372,574.49194,0
-214.43517,443.7257,0
193.8856,-43.55967,1
-397.72357,549.7762,0
890.4002,-357.8142,1
-194.22687,52.13679,0
-128.80876,1220.0564,0
974.9834,-169.92685,1
258.57178,1327.471,0
-1206.0476,-879.0239,0
12.534141,1095.3177,0
-741.9255,946.5209,0
-554.97284,1019.0733,0
756.6889,-73.73565,1
95.313835,782.28015,1
-354.46347,20.36621,0
-930.9514,598.7583,0
-735.17126,-228.3347,0
-722.65045,-825.4498,0
934.94574,-1229.2235,1
324.9564,230.33865,1
-83.2584,-660.93964,1
301.7636,-810.3473,1
-141.93451,586.3754,0
701.69507,-894.675,1
-296.9331,-8.99281,0
-630.3411,197.28523,0
303.41122,426.45102,1
225.66975,-229.14905,1
61.524616,-784.3132,1
-1029.8174,949.26184,0
-165.41118,-416.94162,1
44.85083,464.49124,1
-560.1891,-511.7985,0
-371.87115,829.1689,0
-192.29141,30.15363,0
-807.0171,809.53107,0
-108.29584,1173.8552,0
-704.7818,88.992645,0
-387.00113,98.08876,0
502.67355,-382.36765,1
595.4687,119.86267,1
265.52167,284.13776,1
979.96094,99.09896,1
355.4411,-48.554092,1
-594.53046,-690.1426,0
-1215.1895,624.3499,0
-886.16815,-378.70435,0
-298.0378,637.76764,0
-209.44948,135.75952,0
184.05237,422.52332,0
-568.8791,-276.59946,0
-151.78937,-494.89474,0
-1123.3087,-388.87833,0
-464.7402,-76.1188,0
-530.39935,676.66473,0
582.8639,1092.6057,1
48.001163,-312.88226,1
881.7367,990.3975,1
640.0124,-928.00555,1
-464.93298,-644.53076,0
-1004.86285,-439.7385,0
-231.14572,-177.55328,0
-261.98865,-454.66953,0
-833.6427,-87.20596,0
686.0192,-159.8734,1
449.72766,121.48264,1
-1116.3853,-1081.5143,0
-178.62639,-708.0942,1
-216.02937,194.07848,0
169.59752,875.72986,0
170.63585,-334.6555,1
-1001.4872,-63.05543,0
452.62213,-97.739426,1
710.8979,-120.201454,1
965.4452,-85.160614,1
558.0504,-351.03546,1
-856.22687,-110.40788,0
774.39014,-708.47473,1
279.68195,415.32852,1
271.5294,-523.41766,1
-56.40848,-210.65996,1
-722.16406,-834.62213,0
-207.71086,-650.54016,0
844.14557,866.5672,1
901.76996,948.1687,1
-751.90405,537.8042,0
-1125.567,210.94064,0
207.33467,214.72455,1
1040.3402,-587.4874,1
-540.805,731.7873,0
163.2417,-932.67194,1
-594.32324,898.5486,0
345.4452,27.997776,1
-164.61491,-372.4444,0
-639.74896,884.7233,0
117.961525,367.02274,0
-268.338,-308.23978,0
-571.397,152.50237,0
1114.2064,1117.1688,1
-126.92287,-702.0262,0
453.7481,81.77394,1
-1131.9677,-505.38226,0
421.4627,721.90955,1
-735.9784,398.3622,0
-266.42017,3.541609,0
1020.0979,656.4493,1
-1182.1511,-631.7126,0
