%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 100
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
998.28345,520.06274,1
-802.74524,30.502808,0
506.86487,158.05835,1
103.569824,-151.66895,1
-169.4674,347.90173,1
-34.552734,-280.14087,1
-418.51227,-780.4081,0
-796.625,351.0575,1
618.1605,428.80933,1
-778.674,945.9889,1
-53.589417,-770.41187,0
455.0454,-730.8624,1
-800.2917,-467.5802,0
590.6598,-388.1018,1
-290.41144,39.6427,1
-245.06476,209.1875,1
148.37305,-526.19354,1
480.47375,-142.78674,1
-740.64343,-98.9762,0
813.5769,-248.98254,1
-714.63916,-799.8473,0
-940.52496,890.4885,1
-635.2425,839.9789,1
349.05798,-203.88733,1
384.7688,-699.6021,1
463.2085,-269.18408,1
-434.94403,709.9219,1
-834.71484,-858.17566,0
390.30762,570.6686,1
-330.74274,-383.45117,0
-581.25244,-196.6878,0
810.449,289.07983,1
-35.82306,768.30945,1
-12.200684,338.95276,1
-317.62103,406.0393,1
11.0008545,-8.573181,1
688.4072,187.32385,1
-387.16705,-741.4051,0
989.48975,177.12427,1
-423.5448,553.2219,1
738.97986,-811.96094,1
179.38464,262.28613,1
99.98828,736.551,1
970.3296,-615.2219,1
-646.96246,-686.192,0
772.00903,418.3866,1
290.27563,-655.95935,1
242.5354,822.2826,1
909.4989,127.55798,1
-670.10254,588.2882,1
954.42786,51.579834,1
-481.47046,720.2969,1
-56.611877,401.00256,1
-106.09619,751.88696,1
-13.248474,-787.4832,0
740.54395,824.6537,1
914.19275,789.3252,1
640.80225,-695.1436,1
-983.9768,730.0381,1
856.2007,433.56104,1
-951.4362,-375.84937,0
150.0896,85.53516,1
61.72583,927.8362,1
149.82776,-645.27356,0
-922.33325,-42.38617,0
-151.35669,-610.75806,0
682.5952,-574.2168,1
-88.211914,666.3148,1
-810.4989,490.34033,1
-921.4513,-272.1704,0
-812.2115,903.42175,1
141.13367,289.55225,1
16.495972,-483.8495,1
-266.59247,-407.7096,0
-19.01361,-865.9151,0
476.89636,880.7865,1
978.69763,-483.7002,1
-91.55896,976.2261,1
-392.2564,-827.5404,0
53.33069,50.819336,1
802.8606,536.06714,1
509.69836,917.9949,1
576.3982,78.4043,1
474.41736,-580.6792,1
-462.24677,976.5054,1
-732.31476,-180.6532,0
522.85315,-940.1655,1
602.94336,-487.86035,1
-114.00647,934.1648,1
-899.2773,-201.63812,0
789.5427,417.48706,1
359.46948,9.321899,1
172.724,-278.3979,1
273.35107,834.50195,1
988.895,-825.62134,1
-773.5022,-648.35095,0
-228.55902,-298.50983,0
295.08984,963.5896,1
621.60583,-227.2326,1
-346.8487,213.51038,1
