%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-990.01855,-83.86179,1
521.3935,527.10565,0
882.55725,312.71527,0
-237.47728,183.57028,0
872.52325,41.05761,0
180.62209,556.09814,0
-345.0128,134.6441,0
-279.1897,625.3461,0
-163.06955,362.1393,0
460.09167,507.01932,0
665.61304,-513.39996,1
-502.32,843.5454,0
53.417164,-652.3903,1
-881.02124,-17.044924,1
-621.4171,-212.24628,1
-837.1575,-116.22827,1
937.4399,-608.5722,1
458.42203,-100.391106,0
116.27955,-512.8009,1
-772.3243,751.23346,0
-517.3023,-159.8982,1
-93.8211,560.2855,0
-280.79123,563.35095,0
-240.9332,285.9499,0
-591.1015,-715.45514,1
-400.6012,-393.5219,1
233.19165,-758.8165,1
818.0758,-580.8486,1
-179.94017,597.72107,0
177.93979,967.04047,0
149.33855,-553.4456,1
-362.9064,844.4146,0
943.54095,-449.62225,1
-580.722,-764.25,1
604.2475,746.69855,0
-989.98065,801.6603,0
-642.75024,-140.47934,1
837.99225,-661.855,1
21.178486,938.3642,0
488.012,342.96918,0
118.69716,-95.583115,1
-537.74805,-395.60925,1
-109.66188,-900.2432,1
922.4269,912.50726,0
628.1909,121.30817,0
-425.11884,-25.103447,1
-965.13654,-598.0689,1
-566.8052,-927.14185,1
-762.6456,-314.4792,1
-771.06854,-186.79355,1
814.667,-861.9778,1
149.23904,-96.76427,1
-408.21616,6.4506464,1
-824.95355,628.03503,0
771.2615,-175.02667,0
-782.1908,-724.2237,1
-236.24837,-266.4502,1
451.53152,648.5443,0
-409.42233,344.21915,0
-660.11334,826.0714,0
-836.22925,284.5009,0
162.60733,174.60037,0
171.3501,-867.49585,1
-955.9191,3.0254352,1
108.039276,951.47516,0
187.69788,690.8303,0
11.497241,568.1805,0
-848.814,634.07025,0
-656.3667,641.38025,0
-55.262432,956.90375,0
-98.68506,116.95365,0
-67.490875,547.3425,0
50.693,-895.24945,1
129.23444,727.45056,0
-154.7776,8.517275,1
-183.37233,-178.97884,1
-130.5594,843.348,0
484.9915,-507.07404,1
-888.56494,-439.16876,1
432.14813,179.07195,0
-461.64572,394.60193,0
550.58466,805.38794,0
-154.39943,-165.95566,1
-689.30145,656.38007,0
-711.154,451.28348,0
482.21954,-285.33347,1
611.1158,-777.2515,1
970.6416,700.97833,0
119.42442,-709.0608,1
785.2639,-277.63535,1
-685.47876,-823.3691,1
-271.89478,-364.89264,1
602.7543,995.83545,0
99.79667,756.8043,0
571.8724,-984.0165,1
665.1265,-759.67926,1
728.72504,-950.255,1
73.71889,978.8568,0
-54.1081,741.4452,0
459.27618,813.22577,0
-697.2228,658.163,0
66.275215,-793.774,1
870.06775,938.60223,0
549.2841,-453.4836,1
134.27158,557.16705,0
-949.06067,-607.779,1
443.53113,855.7068,0
-285.07077,-775.88446,1
93.16377,-543.73444,1
-628.9283,-232.29617,1
-243.6446,-669.715,1
-559.85406,62.724335,1
-266.8849,-74.83203,1
-372.14145,-29.555046,1
-601.3148,67.75079,1
489.14758,-841.8289,1
-105.28601,981.62524,0
-534.25586,681.12897,0
-902.20624,-320.53568,1
221.04633,78.16498,0
897.4925,234.99594,0
-554.5755,-484.90482,1
874.3808,139.8792,0
-748.3474,769.16223,0
-444.47073,507.27518,0
881.41534,-668.7128,1
147.91257,-41.586514,0
674.8867,810.8832,0
916.01196,121.653786,0
744.8199,595.69025,0
338.84268,-296.67377,1
854.97736,-925.6175,1
-133.89333,-242.01819,1
463.5912,519.74866,0
-311.7964,441.565,0
644.10565,593.6093,0
-693.73676,707.43475,0
-122.565056,-37.417465,1
-828.4153,262.28983,0
170.83871,-226.56407,1
258.90845,51.854782,0
-976.8744,-735.2914,1
898.8107,-15.302799,0
54.007805,922.9813,0
655.37946,951.60547,0
-858.4542,-266.24197,1
-391.99292,748.2741,0
142.65474,-785.15497,1
-143.00224,-7.7328844,1
-507.22372,84.057816,1
488.83987,876.794,0
972.11115,746.02924,0
10.909708,-360.15695,1
-718.89197,684.7347,0
279.0286,624.74414,0
298.9329,-885.7854,1
-904.6545,-312.273,1
-410.6502,627.5181,0
488.78696,130.41211,0
597.9355,-703.0302,1
732.5616,-143.09872,0
333.61514,446.54184,0
144.50433,-569.7116,1
-250.1137,-311.4558,1
-152.27168,-589.74286,1
-906.759,-6.746384,1
481.47055,-632.9193,1
445.33237,-381.52118,1
894.2538,-124.57505,0
-837.56775,-170.84015,1
-933.60236,872.092,0
890.8871,-838.0337,1
59.21665,781.7258,0
-634.76605,-427.56683,1
271.47656,1007.04645,0
231.6519,253.14163,0
57.59634,617.4364,0
-795.96765,-14.040506,1
708.6579,-686.8019,1
-701.5401,67.76328,1
794.80927,510.48785,0
-362.77847,86.33294,1
-760.9255,-856.50696,1
48.89142,-224.09485,1
707.48425,-445.6706,1
-876.6859,-206.95818,1
32.12964,966.6048,0
333.11246,-279.43533,1
-72.176704,521.8149,0
-392.73108,-423.75702,1
-23.879543,922.3514,0
-691.23615,-391.48813,1
103.84023,-731.0213,1
-495.0652,-109.30566,1
-682.58636,-695.73627,1
247.75513,-559.89813,1
177.34915,683.3559,0
674.43115,-525.88873,1
584.07294,248.8146,0
-30.251427,-615.7523,1
616.58514,232.75073,0
452.72787,-747.203,1
670.9575,-737.6433,1
-354.81302,168.74979,0
-236.9015,-30.89295,1
-365.55975,-575.25507,1
-634.2036,155.96698,1
269.73325,818.2774,0
588.56085,334.0717,0
-551.25885,38.21244,1
924.9318,-293.8036,1
-469.38593,549.9368,0
-501.23837,196.05438,0
724.4563,591.2414,0
90.03673,-365.7164,1
-812.14844,150.65424,1
-273.59702,823.1438,0
-259.7736,-716.8246,1
-800.7768,534.8807,0
-40.798893,-420.7718,1
458.03546,154.60223,0
